85000 100000
76059 80777 870871
62522 64456 267403
46033 51275 614156
49098 79660 988479
75209 77562 893416
15894 22340 977880
60129 80933 802042
53056 63523 218113
7976 31194 300998
34799 74163 731498
75697 84955 999622
15845 53654 247914
4340 66028 788164
54111 65046 293622
63290 80472 906097
53784 67858 331278
32564 58549 617260
63914 81861 164219
7597 17183 360238
19319 40897 625184
82698 83313 173667
20440 77451 283015
13209 40726 958685
54502 77773 268226
35523 41003 191965
1191 64505 591044
6009 49464 121230
66479 75241 864222
81686 84687 646985
76430 79410 305248
37995 51522 616045
27050 78944 881670
62188 80628 848655
3888 76993 357559
64935 73421 885418
3429 82791 590159
84662 84805 444047
48823 74298 175734
8370 41295 277379
61275 78317 697045
81399 82912 544995
13609 38997 875388
68214 75287 637497
31177 33530 453759
63662 71517 821955
25801 28375 758176
65484 77264 823318
24242 68289 403754
31163 80067 944006
11716 47521 474723
58594 69056 207125
18644 55405 810670
8875 75895 618634
65124 83724 51973
36279 69034 804402
35096 73720 700494
50470 56836 482605
47938 69685 724533
51393 63862 236173
22326 34522 44405
68608 76589 517241
60961 84751 860193
50546 77690 119224
27092 47074 851659
31620 35360 214907
78096 82940 79356
30815 78427 569582
82490 83585 618499
12218 19986 142742
25837 29011 337660
84766 84955 324334
16931 54352 674688
10013 15385 850190
8009 24222 42324
43375 81713 178646
57616 75357 969072
37012 48771 139260
69504 71279 795705
82309 83006 223388
58709 64730 492310
30279 52090 703127
6879 79829 686807
50379 68470 270641
36017 63061 996886
79405 80954 989311
71600 76817 106192
44666 72532 116399
77156 80798 799604
22110 37465 485174
9933 38475 647640
78381 79363 878271
56096 78358 716074
29330 40649 437880
47720 78997 983438
79203 81258 976177
1810 57288 569348
9065 40120 57743
34502 36344 217069
37091 80370 302648
53627 65007 604433
59758 59875 624063
30139 32957 904036
63939 72652 613029
78008 80271 638545
72218 80668 226237
33135 62105 924366
939 41351 468241
12449 29243 257812
39749 57313 857231
7104 13493 27602
17714 65203 785826
72655 84110 199684
22581 23327 934717
8518 79505 475012
30507 61389 227372
23224 55337 213595
48317 79340 335133
82034 82639 658665
44813 73787 227395
1172 27601 487313
49608 77083 668712
52778 65255 370229
61528 74294 968254
65183 76671 751352
26917 37705 213027
57934 68311 935239
1364 14117 805742
50664 69941 152995
58201 63229 83
4079 74202 534027
78591 83748 204587
65312 74947 236704
22871 50589 143688
60862 69628 790391
75950 83699 638927
38713 76191 50595
82415 84154 354005
56637 69285 769471
11967 39245 645084
76470 81935 829252
42944 52021 349395
69792 77266 793796
3874 77607 516348
16059 75932 725068
51162 69754 182763
19541 41395 923693
77896 82433 628983
10679 13076 219328
24122 45936 410990
5001 43390 111336
17439 32828 339731
77850 84214 731775
55590 77050 863523
35610 79160 488094
34607 69761 150561
20608 64843 795910
6805 46817 33195
74433 76898 799632
78580 83693 594614
862 23534 375650
45986 70709 235586
34410 78585 940559
56547 61365 322461
43618 50289 435415
59994 73464 1376
6511 69429 885460
53572 63679 729860
65751 80924 344035
76805 84444 995075
42626 75464 91443
231 31243 235838
16917 17173 274545
68922 74649 126860
80521 84344 183355
34150 59528 173845
71726 77083 496535
47116 78192 378134
19036 52806 563947
21917 51357 721163
59826 69485 509128
5710 54154 567718
48318 60017 168401
36251 59911 939653
47255 81591 681090
62044 77927 641532
41194 67215 671731
73958 80219 678523
62202 69944 23090
39739 53867 960615
8364 15721 624671
22797 49169 324101
15602 62719 823366
328 31126 48001
715 3963 70107
69652 70699 203856
35735 84588 670788
56142 56772 114336
32583 56520 181410
33873 40327 739518
55835 60970 51802
17424 81988 51491
81551 82650 439594
22650 69818 677981
35683 50715 627894
62159 79418 593845
13165 64527 403457
16720 64741 806712
35388 74298 856193
82693 83670 953914
28201 84500 794892
10535 72804 343497
44170 62906 215045
29150 49701 786519
6473 60733 174723
32931 49382 262895
38167 69265 192384
16804 57521 254536
62469 67441 857488
674 34026 890653
12184 30214 315178
60025 71943 401244
25384 48969 212445
26538 71938 860933
23754 62004 520291
63225 82602 7128
4423 19048 971556
81039 83651 364726
40724 79711 217670
10909 42165 810803
23129 39420 187521
47714 57842 416528
38983 55953 658926
68660 77984 779220
3974 48631 859050
52142 75501 409184
81395 81737 405278
22529 52395 961727
12443 61129 305682
2792 56483 402552
78330 80471 119544
38718 65440 751059
51078 82924 45608
56788 61184 638356
33490 39269 31728
79695 81808 47195
6683 8258 672122
39540 71115 136766
63429 77824 95450
2880 82165 148005
38683 68906 35582
60354 77906 812624
38040 49108 561568
41101 53475 545499
21988 40325 498183
53150 62009 217618
19048 73716 524793
26068 63989 370266
71653 79123 161162
11842 29387 191304
25471 41382 532011
53609 81227 728521
25487 63801 823121
82065 83726 981545
70053 80386 672657
36604 80829 680400
23296 40478 606696
67660 76324 31734
39427 72771 110276
55483 78541 437172
8107 19321 245619
1457 65431 561944
14816 30147 908307
9671 24665 292095
66451 80239 771716
53434 61185 399248
83985 84645 600837
44664 47679 268756
62266 82712 795577
13914 54838 318542
22105 60133 552335
26428 46453 575983
42443 50798 848215
68948 83547 982029
49335 63636 671857
63081 73314 228140
53495 54756 300099
26664 33624 78397
77355 77946 513697
14829 67341 682307
59441 66026 349378
52152 56730 188585
35355 67166 506481
19376 43648 682608
82491 83004 478772
77473 81442 750476
47894 79323 106088
10239 69121 780271
73435 84538 411776
77297 84418 30333
60003 68131 399129
58871 76838 86512
22265 59360 695532
68295 83658 389501
75071 76105 801068
68065 69706 797812
37735 58361 781079
2362 74185 191548
77624 77890 892227
73102 79233 610957
43780 53767 532915
5556 43161 249933
63920 76832 856719
79596 80659 99241
2375 59241 411765
18814 35127 144766
6413 16572 131047
23666 77404 561570
49001 72333 657209
31802 80850 269036
53458 61386 309491
63225 66582 473982
15436 77723 434649
74040 77789 291626
46966 61937 203894
26274 72274 727151
38083 74669 320591
6628 15251 163622
32063 44941 262138
69708 80467 48991
46799 73370 94246
15331 24979 931096
67672 79649 108904
23834 44216 958922
41139 70527 31059
34155 70675 516984
24186 83614 209912
69748 74731 941395
64745 84569 19376
9097 45184 981904
18147 72442 546230
31929 43547 738512
76104 76844 880119
21190 48236 672457
16116 19852 242574
79220 84395 936201
68043 82559 278104
29407 29633 22070
15560 21722 642916
54156 64829 310315
62446 67516 46047
44526 83268 401298
60358 68981 815250
27156 64878 205539
17789 52950 742897
43513 77252 694984
27016 30947 408097
80125 81698 931240
40522 45664 510906
12449 43723 68135
66223 75690 612707
36029 76962 978075
79546 82387 123337
1730 74131 845175
20377 67984 14861
12021 60906 771256
4239 57170 491672
32396 38674 161389
12339 77319 836977
21501 24342 1800
24925 83407 713790
78320 84374 819611
33441 39999 792238
27518 66075 67440
47929 84380 1526
19457 38932 380410
4291 59040 938015
30957 64502 209620
75449 83068 366569
57193 68210 46801
57111 57794 733153
8332 83241 942884
54258 82864 859944
16088 79527 375557
63078 74504 689398
80093 80506 923218
38580 62027 984737
42980 54107 317955
42458 72053 670676
46055 65013 924979
35839 82758 320566
70275 84000 396247
48311 63211 23270
84700 84787 804729
11685 49790 869720
28256 28964 260626
4075 12790 124759
81014 84426 312998
22584 33080 529157
48465 50580 173944
71411 78095 527379
14467 50784 693028
26530 51187 348644
32924 65247 651801
60244 77315 772600
12203 22620 98307
37260 51341 540571
73475 74124 42004
20002 35538 598030
30210 35125 827358
40916 66397 241038
25331 50803 902293
59446 67319 153147
48600 66104 424000
54038 79302 923494
76101 82712 555201
20845 25432 76723
38514 64045 826422
74169 78130 749602
36548 77340 958916
48404 57001 744878
71857 82570 295679
6971 43767 31287
23220 65077 982236
67391 70950 204328
35099 58523 111398
9645 74190 24623
800 35312 92893
5072 61305 22295
84672 84887 186921
69521 74317 493341
50647 81401 636697
64781 67399 223089
44156 63290 770590
43263 77325 919029
79609 79693 798117
30485 69900 402777
43442 50384 187570
52483 82931 175094
75426 81022 450306
34049 51849 330182
78493 82992 40684
80103 80591 564854
1935 32286 287485
38967 82870 237397
36435 50102 564022
9489 76713 972218
31416 37347 805440
15110 66309 899633
67439 81936 39117
68905 78347 216988
2793 21415 725277
3811 18569 829586
64060 73798 54661
23019 30611 760230
3028 53072 98810
79622 82887 510822
25199 71000 604743
43020 68392 264061
65057 66527 240320
2983 26664 14130
32011 69298 98645
35130 63827 153210
15983 77199 819172
39558 76038 939608
7360 17028 436370
58361 69804 639982
43537 63023 612399
27929 64552 904071
33465 81797 431536
75662 76529 468878
34311 67725 994505
1615 37637 943785
6121 46450 444056
15307 44172 491250
41473 55553 998794
45083 52402 145859
8873 65808 281006
73376 82909 560790
13837 32115 352661
45894 47178 875647
53459 67380 791519
11181 76213 675081
19540 59861 119636
58424 70165 557525
7757 15097 948899
32153 82447 378912
63924 70649 657874
14296 49601 279639
46998 78801 776427
43882 59198 841637
55873 71815 376848
28450 42902 940725
13779 37409 1843
46668 50494 989703
30736 58858 722375
1446 62188 152302
80990 84184 356640
45359 62272 382164
61196 81304 559308
74059 74433 505864
22393 26576 157702
27442 82276 114186
73866 76357 482875
26893 66705 354850
31151 49189 365475
54362 75121 639906
2502 42754 350389
40965 45640 183000
65921 81154 949122
33410 69111 434157
38368 84190 886241
25620 61786 820576
55591 58009 356551
76791 84103 671281
82297 83771 547422
75568 77417 945740
29377 48570 75197
30172 77915 361940
7781 15268 618957
28732 44554 190479
7802 83152 211734
70115 82568 110983
72084 75959 692412
2763 42823 316370
52627 60174 223267
1824 41476 382969
26425 74675 91886
81162 82991 219636
61665 62706 19487
35026 39229 306087
51749 68170 800560
52730 79435 19298
51349 65716 369806
82609 84102 458613
70362 71526 406527
13814 30387 891231
335 16851 822691
31018 55660 345124
84685 84715 541271
41863 50810 105986
26789 32589 92082
15991 36495 647614
29655 66565 3066
26060 31102 582735
12125 73229 712814
2699 33948 727613
50609 57699 653
53365 77800 256926
51590 53348 585499
66172 82581 188711
38250 41017 755928
14708 57957 572102
33284 34437 644535
64017 76030 829179
75465 76567 146649
44516 76364 595792
14028 75719 993450
432 75512 853839
67274 72342 338917
9227 77775 192430
14245 38407 944032
21292 46304 616827
23490 71486 906165
16414 57607 174705
1339 16302 700076
28869 60918 942943
34065 50829 950162
34501 56758 190665
24320 27411 130327
13879 28059 310550
20262 66479 522809
59398 76816 396576
60353 62502 137652
53728 58408 942989
55540 79368 570349
50757 81237 608343
40500 41459 312102
21589 63570 127629
27415 48619 39031
24898 33289 554186
40411 66841 698404
44140 47892 419575
27352 33168 606236
6950 67890 97683
74021 74119 295760
37308 61077 937718
48072 74161 46665
55908 75080 760980
77068 77459 271088
12167 58311 104787
8451 59507 679379
25936 65732 285297
73955 80174 426623
83478 83868 897414
21384 26554 959010
45281 68870 81520
53510 61620 663012
49906 73908 725011
14297 64522 767165
29890 33971 151805
58046 66535 379267
39901 78021 987663
27473 31181 658815
71908 72885 940103
77306 77546 38404
11807 31855 55445
70389 80084 426021
17194 59213 15614
9181 80215 339256
48607 58215 461077
1570 40523 22076
8037 70783 8642
29554 38364 141776
75807 76624 405652
69281 74254 285599
37486 81881 168996
56888 82605 94761
21723 71160 249205
25111 52054 34788
52830 76691 116612
65103 79430 716019
82569 83067 758619
18464 38794 166289
6144 78736 220908
17437 75022 787317
84784 84807 167588
12899 78209 362276
62388 68819 883090
14431 55627 873321
75342 75617 266270
43100 84862 356875
20000 39608 610938
29492 67154 356068
82133 84863 563940
26729 84392 150125
49738 52867 798542
52450 81366 917649
16959 32111 816924
36038 45861 154287
60896 81474 958552
24862 60447 336021
28426 64057 19708
44677 83899 613712
21631 77402 93272
40317 59694 607748
4684 19037 603542
25379 52648 337300
58259 59513 992085
78175 83068 455302
60135 83112 887108
69282 81166 478978
27381 63339 271137
32309 51145 254876
42863 73161 313933
3101 19481 375311
56225 75606 21891
5305 76461 393810
11657 49821 568555
48015 74987 732725
45118 48405 615453
31689 34366 392517
23685 64890 138848
24110 47068 180283
17156 33711 41570
12089 69682 723256
67115 68210 455107
35542 77043 837613
60091 60670 786427
60194 80330 479432
31773 41096 948199
79219 79977 967548
11635 63695 59054
51028 66857 215611
5732 15259 496427
62587 67928 671673
20996 39350 433901
49584 71617 29971
71129 73022 749305
80200 80362 902239
40736 75654 387038
13643 82553 424775
18607 46426 558355
39892 57454 287853
58569 65306 384776
36784 41188 256227
7692 23367 722927
78908 81674 268898
82279 83907 792565
45396 77183 585166
52148 58255 424692
80879 83254 378342
65785 73040 280405
30034 67218 118834
31785 66030 897814
74736 78354 978491
80171 84393 741997
82437 84558 412992
28066 53053 93608
58824 79529 915031
22937 37399 709438
59338 67160 634252
47863 81037 678521
80915 82184 235222
9706 54908 215622
52305 67002 131256
45303 51699 18550
84455 84815 174309
75150 76146 369751
17205 61644 584843
1239 69186 890554
77979 84905 866620
79291 79882 585861
23926 59589 230616
44996 80100 817470
12033 73492 782901
40202 83058 487270
2497 46976 980274
19005 22249 317480
74643 84193 466373
10052 16164 443515
41471 56564 122217
82325 82913 927411
84774 84792 708319
32228 82677 48401
2534 26766 590118
71409 83433 991513
58227 75454 313431
59592 83124 180557
78997 79535 276012
9965 28029 817430
39840 43673 959393
76462 79162 814322
65168 78980 600066
33924 66202 417309
61959 72113 25880
36630 80865 826800
10982 50492 111136
76415 84647 615641
58062 68884 311265
2271 54905 928278
61819 84429 184426
81714 84868 657545
56679 65891 458141
62214 76438 946990
53340 57426 595228
53056 62281 866935
2858 24779 124598
24495 57693 781113
80058 81988 512720
30763 41716 340798
79157 84228 679694
16955 70529 193937
25307 31441 493891
7819 77159 209056
53747 72056 208675
49956 68139 375877
75776 78893 425655
6764 48183 656385
29740 84011 40546
37472 84139 90067
72999 77419 316336
77881 82235 275389
51989 57718 436294
56844 82308 814365
20321 65254 772766
36588 77894 32339
48502 59518 525571
24400 84705 337677
31993 54287 86851
55685 69310 764924
10950 21422 653992
82085 84149 56965
37292 73141 609226
46813 48319 155054
82850 83857 2985
78049 80039 940218
40682 68029 256873
62322 81635 349378
54727 82038 415777
19490 37387 345592
19345 54514 670490
51263 68534 288672
78020 81435 729080
61029 74268 669030
46005 62262 835452
43458 54206 925579
54853 69005 16004
27992 54169 393115
62989 80338 882142
18125 64514 253817
11755 68576 131732
2976 21387 475053
63984 69403 369949
64837 70055 374907
34022 81679 497129
76824 84975 597193
77910 79328 61268
52309 58465 563800
34556 49624 900819
26129 47877 768485
58545 82108 838405
23991 58628 387358
12359 78390 476448
42389 59730 709776
19276 51632 821440
30393 60682 585335
27481 30318 474393
61424 65134 454687
13894 83190 156003
43114 61999 986259
47013 77403 857640
3124 37065 955313
29188 36119 844798
21490 32646 165703
60960 70931 312248
47929 59248 410131
21052 26626 183974
48262 55298 944765
58541 71500 549160
33911 66068 701865
62452 65506 944800
44135 45503 128361
48611 67263 799027
40354 43859 868174
66426 74618 44838
69454 78253 101662
24985 52262 561972
79195 82023 647733
81379 84647 850861
76839 79856 835639
65264 81200 808540
65570 83986 513480
50795 69014 887535
21510 69850 904477
81360 83512 718017
83817 84193 758047
8261 40783 261150
32112 47349 892482
2082 19495 726139
77854 79604 450463
39666 78293 272051
44633 51721 767458
64780 65808 281783
49560 68150 388469
23309 52875 445101
74107 81731 394682
35137 79115 945985
13672 29456 868398
41106 62148 98208
13369 82391 235365
65667 70401 491178
65956 74532 766150
83764 84280 756104
24044 55135 181084
74720 83259 7575
21668 51362 546607
14239 68178 132464
2602 47837 226613
32533 42237 418226
74982 82265 438991
59333 83643 525012
68192 76925 771020
67778 78881 245847
49564 55676 443321
18771 73864 365136
31095 41945 859410
65668 73733 986090
65172 80373 775241
41965 58374 339799
29308 65642 907019
37493 40935 795588
35544 83741 751780
71756 71790 245570
24946 66769 132090
59986 61526 421901
75642 83773 660026
14556 52855 507148
70557 83162 546825
12747 81354 707385
18486 28712 291237
2468 5017 620165
54565 65180 533920
28792 41618 966773
8452 42938 336340
47921 74706 573554
1192 1984 671635
36532 50070 520755
51312 74051 320772
56758 84511 738804
52886 64374 454915
1553 82587 933652
3161 38395 850683
4416 26139 32494
20171 48858 325761
59503 68418 353662
32668 42128 263851
6147 8925 50283
62634 83645 815398
9774 40042 502432
27967 40420 309419
30069 39069 922381
8984 67209 95760
44196 70754 766874
39126 64244 19939
22872 47290 309867
58771 83755 503676
70545 84491 250345
61973 84180 941965
44 60999 415023
24841 36791 134712
26206 54613 382158
72234 75301 855264
51706 64506 654351
72013 76344 322028
21929 61438 942990
69722 73624 838291
53588 55655 624106
81342 84153 289624
47019 73374 647748
4629 82208 244608
72099 80899 531385
51549 62274 889177
69588 75519 549260
62839 81458 855004
72111 80575 856643
7490 25138 502133
4691 32476 62138
72059 74248 501796
58110 66935 939814
41134 65580 729649
80104 83459 540918
67848 68672 504342
13457 75012 358705
13512 32436 731309
77301 83812 74234
44246 68144 122524
63253 68056 123075
77832 79090 843059
29888 65676 919405
82762 83124 366409
30918 55605 620457
2319 24130 443895
81581 84659 245744
62129 66113 274044
56361 84174 337086
28678 83227 691734
32395 37082 701415
8891 55838 673939
36892 40151 337612
59050 69019 70395
76726 81887 107403
5513 34935 525125
39026 78252 597175
59229 82106 148951
13658 32531 625786
56255 63071 56028
18354 54723 992335
58010 81809 324814
74540 75094 446275
64725 72622 368900
83562 84543 819737
139 53263 102261
51670 67989 400507
42713 75029 516500
52441 84307 352987
36268 80667 583553
51838 75689 121006
39649 73044 603833
77849 81375 723124
38600 57814 230447
42036 67155 751268
16740 48776 469723
49136 54296 920492
72930 84728 166321
17195 29260 500810
42573 63333 433704
71986 82312 603958
7464 75348 590157
33389 65554 592861
51622 77805 407478
46554 63150 249963
60583 70519 651912
52521 66324 7714
72621 83851 383437
63007 66024 899067
12968 75255 797694
24689 24812 962344
84602 84994 587844
45951 49368 112489
9900 66554 798656
42278 51280 419227
43014 58370 845807
83469 83807 611782
22084 36267 34174
43811 54666 910047
72807 79354 65774
80288 80597 625997
33792 36352 902876
80100 82437 991192
63639 81391 77701
8307 22249 313852
39868 60208 804446
15121 79147 590238
79231 83100 753369
29540 43259 423018
80608 84391 107245
56744 61937 452118
33465 67404 324327
47501 68034 534200
69971 73563 905556
72470 77847 737890
70656 75563 5609
10829 17533 576021
37252 48804 632200
32524 69833 842815
25805 60632 398133
75700 76281 22325
19968 44584 565334
67148 82424 318692
20821 22750 585047
74460 79321 572478
79958 80224 699600
32299 52859 976396
24610 73126 275741
84160 84177 343499
13326 51108 750434
58484 84948 641776
35687 66722 772709
42969 55205 183070
5483 74586 197247
20551 60545 961833
71360 72929 217782
23347 76596 646634
37650 57743 464462
21266 33010 677760
71708 81318 540440
45471 55212 185448
15486 51062 143022
30318 78905 164620
35776 66940 965006
48405 69429 8872
31 70594 264884
35760 69779 61640
48771 52818 919842
81374 82861 992295
17751 65019 870666
42013 52936 975379
38989 73900 101679
40597 62374 595495
465 60975 921112
77101 78447 806887
58190 79310 723902
40730 46101 56036
25120 69531 111903
22800 72204 813254
82469 83247 112526
46644 68927 684096
64465 68559 397563
7786 18976 834377
74060 76532 76196
71295 71856 26549
30529 75809 785768
47740 49119 705164
62639 80254 43598
74465 77711 334449
234 55656 58142
58028 72644 273583
28202 39823 198912
64253 66391 874060
82891 83226 821129
12148 60737 82565
20865 62216 779200
80519 82782 112052
39495 57522 518073
65604 69467 918135
51658 70735 469379
55710 81281 691667
54593 65118 749556
4206 53666 271711
73763 80336 426233
62000 71226 369368
23867 41700 220921
35085 70914 415032
925 79910 381518
77917 79515 528630
74815 80415 327433
11576 50769 297393
25763 46994 64171
12755 77733 188777
23751 31050 366368
34260 79198 597915
25922 74398 506845
12927 66733 307826
65216 75347 627787
39594 39910 768033
36336 80223 69678
74525 80152 652745
40715 51130 507899
54118 65173 867208
74885 78689 549988
33329 36002 803167
5903 17653 281363
21991 66070 469545
44489 76445 942233
33387 74904 997786
24260 46360 499559
58109 69430 793225
52473 73760 162396
10064 80252 744133
52317 75570 987723
34996 66881 205007
58730 75565 893971
56906 57530 181219
10818 24114 79957
40820 61914 305262
17701 54867 56520
28876 83502 733526
38234 61417 553825
35435 58941 24163
25784 28480 84916
52169 64999 762547
69559 78447 266793
18347 18709 948063
20001 53267 173823
17904 40550 721999
17014 44314 264129
78248 83590 328289
18856 44491 908089
79849 81523 670242
76238 80656 36011
83478 83676 220455
45025 68962 384350
64307 82557 785990
47225 51226 871663
55795 83369 531990
28953 68437 888162
77688 78745 177406
51618 62442 822442
21433 65761 657171
14380 16082 367912
10903 52470 123286
78657 79746 347926
64688 72782 347429
53857 83208 283491
58214 76107 744851
22791 28664 943036
80087 84559 991488
35143 81568 750724
25552 82130 640175
17751 19246 189644
26969 39000 339742
46143 47199 410279
13068 69731 362573
20228 28142 984451
77968 81546 429114
15048 66904 479788
39856 72064 415494
47421 63326 365396
19747 74510 629444
35192 80305 238065
12759 58983 601590
37548 49309 910175
51371 56504 145176
6146 30615 99307
83700 83952 931921
15211 18621 813804
10468 19525 203275
30577 58233 380246
45289 70803 737650
62609 75935 660251
38043 60155 979191
62291 70203 718422
81152 82543 668398
40347 84466 574579
81012 82286 92093
42748 80373 805437
51186 58056 373988
61633 79701 344959
19171 77289 107686
83532 83954 989911
16102 30977 310339
11337 76916 566682
1580 43593 108229
2905 25130 346109
82039 84166 558062
5784 31429 697955
49951 81382 703129
79794 82645 790920
79316 82546 117189
77387 77395 857398
84102 84596 546645
31685 58894 25075
73265 82320 561444
47558 70032 256332
30144 36944 427329
26242 58369 817698
43777 69381 290387
68177 69051 377952
73908 75811 590771
66284 78774 592161
33913 44828 205587
20554 36685 68523
22290 64917 417097
11991 37934 123511
51622 56139 836699
71799 76901 259463
41224 75357 754765
2839 33803 576965
59328 60606 355831
63084 75147 998724
75092 83674 653684
5663 47695 862298
56185 81004 619441
30430 83380 151487
32900 83623 883293
20309 39853 751571
70240 84469 204861
37425 75838 563864
67162 70986 431504
31591 46760 646127
66389 73917 430099
78787 82873 328891
66863 72876 232363
39281 84737 50695
22523 45684 734285
78381 80297 343266
10580 14218 629782
66891 68285 155228
28365 40086 647028
27384 81457 872741
9515 50600 412747
20933 41662 691180
25104 52249 987788
20238 21504 897619
35212 55790 101287
27653 84574 553448
34615 69674 777130
76712 81037 981382
71148 80509 546082
83732 84060 280155
10461 46123 125422
29937 44742 382267
42872 47775 360135
16270 39803 61326
13506 63080 417768
9526 30040 224944
42376 66533 310123
84823 84960 288937
17544 76889 496227
73224 83501 634243
62569 75657 235926
17992 66251 266426
17967 77260 257761
23836 38324 994311
10102 57970 471363
66551 71982 99249
83129 83518 476482
42319 42799 285982
75703 84427 777170
14813 57854 544998
3024 9414 500149
50617 59544 265478
39524 82081 760166
60965 74386 127519
43654 73758 854714
29025 79705 426078
67140 68544 516621
51636 57785 724813
