40 100000
9 24 130
6 17 394
5 38 834
5 16 894
24 30 914
36 37 283
32 35 915
16 35 87
19 33 513
40 40 939
19 25 465
18 37 622
39 39 124
30 37 227
5 15 942
11 11 313
30 37 398
3 31 513
17 36 344
12 29 887
27 34 120
38 40 953
15 30 943
4 7 430
4 23 573
4 34 334
21 36 982
30 38 458
23 24 940
18 33 797
28 36 710
12 27 739
24 34 447
1 14 94
16 35 673
24 24 849
12 31 488
15 30 903
37 37 509
35 39 286
40 40 25
9 29 987
21 29 915
40 40 956
16 19 901
39 40 191
26 37 202
36 39 362
17 39 395
24 37 588
37 39 509
11 31 97
39 40 351
10 22 760
31 40 296
7 15 172
21 30 632
34 37 926
37 38 43
22 28 922
32 32 833
17 37 64
13 17 740
7 10 693
28 34 574
25 26 314
31 33 46
12 34 165
33 34 6
11 18 987
37 37 341
38 40 508
28 39 747
37 38 50
27 32 389
29 36 706
34 35 813
34 39 650
30 33 433
40 40 432
32 35 26
11 23 139
7 19 784
31 31 233
22 22 543
32 38 864
10 38 339
36 38 92
22 33 978
29 32 763
4 30 354
8 17 918
18 35 651
8 21 426
36 38 942
23 30 764
31 39 729
13 22 669
24 25 563
28 28 968
15 23 567
29 33 883
4 8 838
31 37 851
4 25 99
31 33 335
27 33 74
14 28 197
34 39 136
3 38 33
26 37 308
14 25 986
2 15 563
4 25 867
17 18 110
30 37 716
9 26 35
27 28 259
10 35 6
19 19 834
1 23 531
34 34 910
34 40 521
20 20 772
40 40 304
30 30 801
4 33 92
28 28 188
15 19 241
4 16 461
6 24 961
16 18 812
12 22 710
23 25 895
1 13 316
19 36 20
36 38 122
10 10 339
17 18 79
15 28 989
4 24 478
31 38 388
14 36 658
8 17 828
14 18 511
37 37 320
29 30 904
29 29 169
4 9 168
21 26 417
39 39 45
23 29 641
7 40 593
19 37 759
12 17 490
36 36 691
16 16 967
39 40 997
10 12 567
36 40 183
14 21 429
27 35 676
36 38 5
24 31 492
36 39 687
39 39 149
40 40 543
31 38 511
25 35 718
38 38 833
14 15 925
26 39 373
11 23 583
18 31 61
34 34 215
14 27 229
18 32 777
36 39 67
26 32 126
28 30 732
19 24 304
17 26 144
36 38 708
30 36 905
31 33 285
31 35 677
12 33 714
7 24 616
27 39 410
6 20 932
40 40 174
12 30 836
2 32 761
38 40 985
9 37 408
16 22 30
40 40 77
2 9 274
35 38 382
15 17 631
12 36 632
26 39 6
4 16 523
6 38 965
31 37 871
21 21 427
26 33 150
33 36 164
12 31 372
34 34 921
37 37 679
27 32 513
18 20 488
32 33 522
5 35 425
17 20 17
4 18 470
2 31 462
6 12 157
35 37 937
18 32 25
25 31 77
16 35 677
31 39 121
23 36 471
15 19 554
25 32 669
10 29 385
7 33 488
15 37 420
27 34 257
9 31 575
39 40 829
21 33 565
15 33 922
23 30 121
26 30 64
9 33 960
10 30 149
21 36 426
24 27 850
26 36 309
14 30 219
40 40 487
38 38 207
12 31 458
6 6 934
11 16 785
17 35 424
33 38 831
4 38 812
2 15 22
34 39 812
32 37 288
19 31 680
11 40 120
2 17 790
34 37 841
2 27 637
27 34 837
20 40 306
35 38 346
27 28 877
9 10 454
26 38 822
25 30 173
2 16 179
8 17 4
36 38 807
30 40 245
29 31 535
29 39 405
8 33 809
21 22 265
5 36 334
27 32 316
39 40 520
23 38 462
27 28 984
37 40 867
4 32 951
1 19 883
34 34 606
16 37 509
37 39 74
34 40 552
2 4 75
38 39 1
36 39 642
22 35 562
30 39 801
34 34 729
28 40 680
24 37 36
15 38 798
17 32 235
19 22 71
21 21 245
4 31 345
11 12 789
3 33 406
39 39 305
15 38 707
17 35 442
33 34 706
24 39 572
30 32 409
2 35 955
13 40 646
13 24 543
28 37 109
23 34 791
40 40 810
31 33 459
36 36 801
2 5 929
15 37 327
37 38 990
13 37 870
22 37 80
33 34 45
40 40 156
38 39 963
3 20 126
29 32 399
32 40 902
20 36 292
27 31 806
16 39 978
36 39 986
15 17 724
5 17 211
21 21 667
39 39 178
25 32 854
40 40 135
7 8 730
30 40 910
17 40 511
22 33 325
37 38 726
13 27 227
7 9 468
35 37 17
33 34 115
30 35 309
15 18 748
19 19 896
29 33 102
6 32 490
39 40 60
30 37 758
8 17 550
5 22 372
9 20 674
2 14 386
27 33 26
18 36 190
7 17 167
2 30 66
30 30 293
8 21 205
12 35 476
32 35 57
4 4 24
11 32 710
7 36 650
12 32 709
37 40 811
11 14 34
22 23 614
13 22 960
39 40 123
33 36 247
22 34 686
7 10 708
4 27 375
12 19 398
38 39 449
40 40 909
40 40 488
25 27 296
12 16 95
26 27 489
16 37 117
5 37 297
37 37 391
27 29 995
3 30 784
3 17 908
36 39 611
9 26 203
6 16 257
22 40 813
11 19 888
19 19 285
36 38 31
24 29 481
7 36 541
35 37 906
5 28 521
4 20 994
11 27 957
20 23 801
26 35 234
38 39 886
4 24 876
31 39 314
1 6 902
23 34 286
18 39 852
16 16 912
29 34 628
1 39 49
8 34 414
35 37 687
7 35 271
4 18 962
5 19 988
19 31 925
33 35 229
21 29 572
19 33 683
24 31 83
16 24 145
28 31 152
6 9 343
15 15 372
8 14 311
27 28 444
5 9 793
18 29 995
3 9 415
11 15 4
35 37 695
4 26 877
30 37 761
27 40 913
39 40 964
22 35 243
29 40 210
35 39 912
11 22 818
28 38 325
20 22 383
1 21 671
10 21 553
19 25 246
38 39 416
21 37 917
1 40 899
24 31 120
2 15 413
6 13 2
5 32 671
39 39 835
30 34 431
27 27 264
16 18 752
32 32 861
34 37 931
13 36 474
21 33 422
14 29 485
35 39 88
31 31 531
17 24 222
4 26 105
22 26 728
19 35 679
27 37 982
34 35 747
12 22 259
11 28 621
12 16 721
8 28 177
12 12 994
4 27 287
18 31 21
7 28 290
24 24 668
36 37 51
38 39 320
25 26 232
16 20 992
38 38 54
8 15 203
12 25 590
39 39 44
6 17 406
38 39 611
26 36 599
32 38 802
6 21 779
30 40 837
12 14 638
24 25 714
36 39 291
6 36 151
4 25 90
8 35 857
29 37 437
4 4 812
1 30 485
34 37 626
17 35 315
3 5 23
33 35 271
1 8 1
9 31 114
13 27 291
22 25 609
13 28 212
30 30 997
26 40 176
19 37 254
7 25 832
38 40 953
11 22 547
7 35 665
9 33 481
7 10 894
6 24 837
35 40 356
23 29 207
21 36 694
11 15 349
35 37 849
26 39 599
18 36 696
5 5 263
3 14 236
13 26 291
21 35 621
6 19 714
6 10 638
22 28 506
34 39 807
3 26 877
39 40 651
32 37 613
14 31 142
18 19 697
34 36 864
4 14 605
9 35 161
4 35 931
23 26 299
26 28 85
27 38 289
39 40 399
38 40 495
34 36 306
10 24 147
15 25 343
40 40 438
8 21 45
24 39 844
36 36 654
21 34 202
23 30 309
25 33 417
26 26 56
39 39 92
29 37 335
19 34 373
12 17 377
20 29 79
32 38 207
15 21 218
5 13 968
6 26 835
21 33 506
1 17 716
8 19 989
3 6 328
9 25 191
13 26 841
22 33 415
7 35 537
37 40 409
1 24 587
29 38 558
33 34 892
28 38 746
7 40 915
9 23 484
22 35 267
40 40 746
4 12 247
39 39 447
39 39 300
29 39 448
32 40 911
8 28 849
10 26 799
21 24 554
12 20 185
16 22 83
30 38 35
35 39 826
22 35 80
29 29 838
25 28 900
1 14 496
25 39 371
17 20 381
18 36 130
5 35 898
1 35 465
16 35 95
39 40 675
7 38 578
7 33 503
12 14 70
33 37 542
13 26 213
2 40 352
23 23 992
13 16 809
35 40 340
27 29 602
20 39 151
26 31 555
22 38 958
11 21 802
1 20 980
21 40 506
16 29 282
13 28 468
4 13 347
22 22 785
21 35 373
24 37 858
27 31 171
37 40 942
33 40 346
19 21 68
5 11 717
32 35 451
30 37 715
6 22 188
11 39 110
35 39 676
16 23 402
5 35 23
6 36 701
29 39 60
13 19 203
3 6 426
28 28 601
28 29 219
29 31 265
10 26 87
24 34 172
12 26 315
1 33 338
23 38 653
40 40 106
1 2 161
9 25 212
28 40 315
13 35 172
4 35 132
18 21 683
30 36 780
35 40 227
28 37 757
18 22 286
4 20 206
39 40 781
18 20 150
17 25 378
37 37 489
37 38 163
15 20 441
26 34 583
15 39 715
27 27 880
37 40 524
5 38 579
26 30 968
1 21 21
32 39 265
22 34 108
3 24 458
15 21 196
34 40 460
12 15 989
2 7 550
18 27 256
34 35 581
9 34 304
20 39 193
21 25 300
5 29 915
37 37 82
22 38 443
2 19 813
4 12 201
33 39 158
28 30 674
15 33 869
7 20 563
34 35 218
12 25 787
29 33 741
21 21 433
13 37 614
12 32 46
23 27 178
13 39 30
5 15 9
39 40 13
40 40 79
13 21 388
37 40 873
11 38 917
9 32 116
28 30 874
28 39 281
2 18 153
33 38 882
28 40 207
21 37 427
10 21 713
8 14 269
7 31 324
9 23 810
19 36 332
27 29 273
28 35 69
26 30 902
32 33 230
12 18 606
34 37 586
18 39 363
13 33 783
4 18 837
22 25 818
14 22 112
13 35 136
27 30 84
34 40 930
9 32 695
37 38 258
28 39 824
35 36 970
16 23 906
7 24 437
38 40 423
38 40 853
30 31 877
19 27 166
20 27 362
2 15 812
20 25 643
8 12 105
9 34 393
26 29 456
5 25 469
37 40 812
17 37 875
39 39 767
4 24 134
28 30 370
37 40 945
2 23 907
29 37 135
11 26 356
20 31 412
18 25 210
26 33 228
36 37 303
14 18 330
37 38 65
2 22 793
34 37 673
15 28 711
2 21 179
32 36 353
7 34 220
26 27 333
19 39 901
26 35 987
39 39 478
21 38 744
36 37 679
38 40 773
40 40 472
33 35 686
28 37 701
36 36 953
21 28 725
25 25 401
22 39 403
14 31 875
10 29 953
35 35 673
3 4 20
40 40 64
31 33 53
33 39 194
2 39 95
9 17 546
38 39 824
38 40 193
20 25 193
20 22 603
12 33 704
40 40 131
4 32 87
17 30 656
5 26 838
15 22 29
31 34 7
12 39 733
4 39 617
14 29 41
7 24 405
27 34 912
26 30 999
32 37 150
24 24 289
23 38 194
15 31 641
25 32 954
13 28 29
11 25 959
31 33 334
40 40 272
5 31 709
33 40 305
28 30 492
19 33 218
15 15 863
9 38 34
34 39 497
30 37 968
15 30 654
34 35 921
38 40 531
34 34 699
4 5 966
22 34 193
24 35 860
17 21 298
1 24 52
2 19 51
34 37 938
35 35 40
14 14 539
25 36 651
25 32 925
25 32 742
10 38 154
23 34 817
12 20 768
28 31 263
30 35 479
23 25 849
40 40 40
31 39 169
20 24 937
24 30 742
28 32 275
21 32 497
29 30 477
24 24 235
22 27 149
9 20 720
2 12 513
30 38 481
26 39 479
3 23 129
4 16 101
37 37 407
24 29 711
40 40 371
26 35 880
27 37 289
33 33 950
24 29 654
24 32 745
33 37 454
36 37 195
14 19 38
3 27 502
6 7 71
4 36 393
34 37 288
1 5 462
31 35 97
12 25 432
4 20 780
8 24 331
8 12 315
5 26 182
27 27 403
9 27 338
18 19 937
20 26 41
31 37 675
36 38 624
27 31 103
25 36 693
38 38 793
2 4 593
25 37 741
5 12 548
10 26 848
36 37 342
7 23 700
38 40 131
26 37 784
37 38 453
13 25 574
4 18 248
31 31 876
17 40 504
35 38 562
33 39 888
17 25 659
8 16 359
13 16 478
28 33 89
12 29 542
32 32 45
20 37 626
3 37 610
34 34 165
11 35 757
13 40 746
35 38 83
11 25 131
3 8 457
27 27 588
19 33 184
38 40 113
10 35 428
30 40 774
38 38 357
8 16 940
17 20 220
39 39 626
18 20 134
4 30 27
25 36 272
24 37 862
32 39 146
28 40 526
38 38 944
3 12 948
11 26 436
16 20 353
14 29 462
10 34 918
10 11 538
18 25 718
22 30 89
11 39 878
35 38 968
35 37 139
19 23 75
26 29 905
20 34 232
13 25 955
26 28 545
22 25 545
28 39 376
33 35 76
27 38 225
13 32 608
5 21 926
24 24 431
35 36 567
4 29 732
4 9 729
9 36 397
34 37 271
10 16 101
35 37 858
11 29 880
10 30 23
2 6 462
5 9 394
2 27 784
6 29 42
16 28 301
3 36 309
3 23 927
20 26 720
17 19 415
39 39 877
20 27 540
13 31 660
8 33 859
25 38 229
23 40 985
38 39 856
37 39 194
15 23 20
28 29 259
4 37 718
31 39 621
40 40 518
9 25 247
18 27 586
30 40 792
18 37 742
11 11 479
22 28 668
17 28 821
27 36 513
26 28 744
18 39 729
37 38 169
17 22 213
24 28 619
27 32 801
4 24 314
33 40 427
21 40 431
6 10 352
12 15 390
20 21 317
18 25 681
31 32 899
34 35 15
35 37 519
24 31 219
9 25 383
3 28 600
18 28 877
35 40 332
18 28 850
21 32 332
13 25 290
36 38 105
31 32 504
3 25 238
34 39 742
8 33 822
38 39 231
23 26 403
35 39 381
11 21 879
12 20 597
31 40 352
35 36 120
1 24 854
36 37 431
24 39 503
24 38 279
38 39 710
31 37 717
30 37 182
34 36 350
18 24 867
13 30 671
4 23 184
28 36 297
11 30 381
19 34 880
27 30 671
12 35 949
40 40 658
38 38 781
10 20 842
13 26 856
17 24 828
20 35 988
24 30 350
30 37 126
1 37 972
29 29 27
29 33 465
29 33 194
4 11 530
5 20 679
4 16 308
18 38 698
9 14 310
36 39 732
17 26 203
13 24 910
17 33 780
32 39 662
36 40 286
9 24 661
23 27 791
26 35 177
36 40 430
21 32 515
29 39 829
31 31 488
23 40 212
19 23 385
22 40 51
29 32 250
20 27 672
25 32 112
12 31 493
36 38 885
1 6 865
27 28 398
14 21 505
18 38 923
15 36 893
32 36 816
27 36 826
29 31 534
1 38 846
33 34 537
28 39 997
1 16 380
31 35 462
36 40 377
34 37 310
14 33 695
32 34 723
29 31 853
12 35 930
4 38 241
27 36 377
36 39 722
6 37 614
30 37 861
35 37 383
12 16 609
18 25 57
4 39 865
17 24 289
28 35 110
21 38 208
34 38 54
22 25 431
30 35 606
18 29 31
9 16 702
38 39 835
26 35 462
18 25 790
37 38 104
38 38 553
11 27 70
6 32 443
28 35 835
33 36 733
11 16 676
19 34 322
22 30 413
7 22 793
9 40 160
21 23 845
30 40 981
29 29 64
10 15 133
29 33 222
24 37 558
4 32 720
7 19 522
40 40 152
15 34 511
10 10 51
38 40 329
21 36 905
20 36 292
26 30 452
28 40 830
5 30 885
6 27 158
20 22 775
26 34 48
14 33 540
17 29 484
31 38 229
17 18 204
17 38 316
34 40 641
3 25 589
10 35 337
38 40 328
24 35 354
38 40 818
30 35 610
16 40 735
19 34 274
5 23 397
40 40 646
2 13 38
28 34 419
2 17 663
17 19 550
7 38 212
9 24 886
3 6 994
32 36 30
31 37 252
33 35 667
2 13 613
6 32 451
36 37 107
40 40 964
8 28 798
16 29 95
31 31 357
40 40 843
23 31 953
35 40 777
32 39 422
7 28 625
14 34 155
27 40 629
14 39 976
35 39 358
29 30 550
32 35 479
37 40 900
39 39 768
23 33 970
9 39 490
32 37 937
13 39 990
28 38 611
31 39 692
34 35 312
20 20 611
26 27 824
38 39 557
26 37 194
38 39 477
18 19 262
23 27 882
32 39 235
33 33 863
31 31 937
37 37 269
3 34 696
23 26 111
35 35 829
27 40 312
12 40 244
22 25 473
15 37 896
31 33 403
34 36 263
5 34 86
28 35 941
24 38 197
19 34 235
26 37 413
13 16 85
11 13 673
20 37 234
19 34 727
24 29 479
14 29 649
37 39 629
12 30 830
24 29 549
35 40 689
5 12 482
16 18 727
2 14 623
24 32 692
11 14 746
24 37 980
24 28 404
11 13 178
39 39 92
27 27 524
3 25 787
18 26 600
36 38 452
23 29 963
24 32 691
38 39 888
17 20 461
35 39 406
8 24 619
1 14 661
37 38 56
33 36 552
26 38 234
13 15 653
38 39 15
13 13 893
4 20 675
10 18 873
25 36 635
13 28 185
17 24 262
8 11 69
34 40 757
28 31 715
19 38 92
14 24 229
10 30 843
17 27 769
2 4 441
18 36 556
7 32 998
13 32 355
17 34 841
38 40 170
37 40 191
2 25 657
5 19 225
14 16 523
36 40 847
1 27 421
21 38 703
10 29 906
35 40 721
36 40 990
35 38 441
5 19 301
5 15 19
4 29 736
38 40 935
14 24 740
30 32 549
13 15 291
21 21 985
20 36 611
18 19 396
21 22 170
28 30 633
21 35 596
2 16 545
29 40 411
19 31 663
27 39 427
7 9 151
1 23 278
2 6 325
11 29 546
39 39 340
15 36 686
21 22 309
8 22 263
9 39 997
18 37 54
34 40 728
29 35 902
11 18 387
39 40 417
20 27 808
25 34 229
14 27 142
25 40 498
6 21 198
34 39 819
10 10 207
23 25 794
37 37 404
38 38 269
23 26 522
4 6 878
19 31 398
4 6 392
13 13 731
39 40 360
40 40 61
6 15 49
15 20 582
12 33 425
23 39 129
22 24 851
36 37 537
10 31 278
22 29 761
21 38 470
29 34 49
29 33 774
27 36 153
16 16 918
18 40 942
4 27 219
6 18 596
32 34 844
21 27 180
30 38 342
36 37 554
8 28 387
17 17 623
10 11 827
31 32 294
3 24 849
26 40 342
17 27 102
11 34 328
33 33 85
39 39 556
5 29 946
4 5 261
29 38 986
23 37 452
29 40 542
34 38 434
8 14 29
3 4 996
34 37 231
8 36 972
28 40 446
39 40 239
10 37 704
30 38 426
6 35 351
30 36 191
36 38 675
37 39 736
34 34 823
1 28 386
18 28 397
11 15 104
30 36 61
18 24 76
26 36 504
33 39 58
36 40 776
28 39 359
22 22 921
28 37 470
19 22 848
17 31 707
29 35 696
36 36 13
36 36 545
13 26 591
10 40 106
24 32 367
9 18 734
21 24 698
37 39 836
38 39 236
18 32 143
38 40 126
4 11 288
